x1,x2,y1,y2
1.0,1.0,0.435575445774134,0.487666136298436
1.0,0.0,0.466066796677895,0.487208314505801
0.0,1.0,0.499647977809538,0.484656729770479
0.0,0.0,0.559734080242521,0.483796614747386
0.0,0.2350643254285831,0.539642172407852,0.483841815314657
0.2256958148500085,0.0,0.528464601510409,0.486221864104753
0.3690014503892023,0.5352267142439129,0.484587579368313,0.49041408915148
0.557022294179295,0.0,0.501294054634339,0.487532362951075
0.4071243680122052,0.8575367774399648,0.4505720098415,0.489787108589343
0.4309963035291901,0.5213914048782049,0.485746492451371,0.488099384587905
0.3731334462476373,0.2212735201850617,0.489402889446192,0.488193033440051
0.3314827844236986,0.6900884883970333,0.464911780207333,0.489193260385068
0.3365034504852255,0.0,0.519885270090413,0.486179328529786
0.5662398467692407,1.0,0.44936403732268,0.488624975172695
0.0,0.0559085876087342,0.55189279592596,0.481156440814919
0.3965098162188528,0.0034734465702611,0.514482057336215,0.486813365416565
0.7263120700701,0.5101374397281668,0.408162606032691,0.500526512761284
0.1431898384531503,0.0,0.537124565885206,0.484929927267014
0.596049017030611,0.4825454991241454,0.457840314549789,0.491831121843956
0.8327217820614762,0.5112012043975616,0.394578538579589,0.501496374460646
0.0,0.543051100236418,0.528689404209271,0.485070820092795
0.7526380168095398,0.2612306087559703,0.420871865226582,0.493218260527342
0.8019544825692637,0.5336577106500703,0.433065863940833,0.493168727039165
0.7982932578545752,0.3902581947216416,0.400739395150472,0.491632841071646

0.6490539086839446,0.5716605882476061
0.0,0.11310339959184657
0.0,0.33813488090113697
